name,year,odokm,price,grade,drive,owner,url,date
2017 Toyota Kluger GX Auto 2WD,2017,73153,37990,1,2WD,dealer,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-2wd/OAG-AD-20516680/,2022-06-03 21:52:03.293199
2017 Toyota Kluger GX Auto 2WD,2017,130575,36990,1,2WD,dealer,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-2wd/OAG-AD-20760661/,2022-06-03 21:52:03.293199
2017 Toyota Kluger GXL Auto 2WD,2017,69480,42990,2,2WD,dealer,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gxl-auto-2wd/OAG-AD-20701743/,2022-06-03 21:52:03.293199
2017 Toyota Kluger GX Auto 2WD,2017,94096,35990,1,2WD,dealer,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-2wd/OAG-AD-20652846/,2022-06-03 21:52:03.293199
2017 Toyota Kluger GX Auto 2WD,2017,110718,39990,1,2WD,dealer,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-2wd/OAG-AD-20793648/,2022-06-03 21:52:03.293199
2017 Toyota Kluger GXL Auto AWD,2017,98600,46990,2,AWD,dealer,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gxl-auto-awd/OAG-AD-20708859/,2022-06-03 21:52:03.293199
2017 Toyota Kluger Grande Auto AWD,2017,118050,48990,3,AWD,dealer,https://www.carsales.com.au/cars/details/2017-toyota-kluger-grande-auto-awd/OAG-AD-20717969/,2022-06-03 21:52:03.293199
2017 Toyota Kluger GXL Auto AWD,2017,99186,42900,2,AWD,dealer,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gxl-auto-awd/OAG-AD-20738960/,2022-06-03 21:52:03.293199
2017 Toyota Kluger GXL Auto AWD,2017,66069,43199,2,AWD,dealer,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gxl-auto-awd/OAG-AD-20765974/,2022-06-03 21:52:03.293199
2017 Toyota Kluger GXL Auto 2WD,2017,112877,42990,2,2WD,dealer,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gxl-auto-2wd/OAG-AD-20580836/,2022-06-03 21:52:03.293199
2017 Toyota Kluger GX Auto AWD,2017,95000,40999,1,AWD,dealer,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-awd/OAG-AD-20220317/,2022-06-03 21:52:03.293199
2017 Toyota Kluger GXL Auto AWD,2017,58999,46200,2,AWD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gxl-auto-awd/SSE-AD-12903930/,2022-06-03 21:52:03.293199
2017 Toyota Kluger GX Auto AWD,2017,226362,29984,1,AWD,dealer,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-awd/OAG-AD-20740353/,2022-06-03 21:52:03.293199
2017 Toyota Kluger GX Auto 2WD,2017,112000,37000,1,2WD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-2wd/SSE-AD-12459502/,2022-06-03 21:52:03.293199
2017 Toyota Kluger Grande Auto AWD,2017,81000,52750,3,AWD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-grande-auto-awd/SSE-AD-12910014/,2022-06-03 21:52:03.293199
2017 Toyota Kluger GXL Auto 2WD,2017,61190,43490,2,2WD,dealer,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gxl-auto-2wd/OAG-AD-20255477/,2022-06-03 21:52:03.293199
2017 Toyota Kluger GX Auto AWD,2017,53636,40000,1,AWD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-awd/SSE-AD-11892233/,2022-06-03 21:52:03.293199
2017 Toyota Kluger GX Auto 2WD,2017,113000,34500,1,2WD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-2wd/SSE-AD-12456464/,2022-06-03 21:52:03.293199
2017 Toyota Kluger GX Auto 2WD,2017,67000,35990,1,2WD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-2wd/SSE-AD-12624836/,2022-06-03 21:52:03.293199
2017 Toyota Kluger GX Auto 2WD,2017,74800,36500,1,2WD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-2wd/SSE-AD-12872469/,2022-06-03 21:52:03.293199
2017 Toyota Kluger GXL Auto 2WD,2017,113000,38000,2,2WD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gxl-auto-2wd/SSE-AD-12549751/,2022-06-03 21:52:03.293199
2017 Toyota Kluger GX Auto 2WD,2017,89184,39990,1,2WD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-2wd/OAG-AD-20800483/,2022-06-03 21:52:03.293199
2017 Toyota Kluger GX Auto AWD,2017,152648,42990,1,AWD,private,https://www.carsales.com.au/cars/details/2017-toyota-kluger-gx-auto-awd/OAG-AD-20686773/,2022-06-03 21:52:03.293199
2018 Toyota Kluger Grande Auto AWD,2018,58560,54988,3,AWD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-grande-auto-awd/OAG-AD-20601144/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GXL Auto 2WD,2018,36697,49890,2,2WD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-2wd/OAG-AD-20333423/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GXL Auto 2WD,2018,60938,45990,2,2WD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-2wd/OAG-AD-20397824/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GXL Auto AWD,2018,61469,50405,2,AWD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-awd/OAG-AD-20547197/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GXL Auto 2WD,2018,86772,45490,2,2WD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-2wd/OAG-AD-20684339/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GXL Auto 2WD,2018,75200,43000,2,2WD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-2wd/SSE-AD-12669001/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GXL Auto AWD,2018,54644,47990,2,AWD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-awd/OAG-AD-20729026/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GX Auto 2WD,2018,69107,39990,1,2WD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gx-auto-2wd/OAG-AD-20612350/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GX Auto AWD,2018,112984,42888,1,AWD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gx-auto-awd/OAG-AD-20689129/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GX Auto 2WD,2018,55868,40990,1,2WD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gx-auto-2wd/OAG-AD-20527255/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GX Auto AWD,2018,66278,44990,1,AWD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gx-auto-awd/OAG-AD-20761046/,2022-06-03 21:52:03.293199
2018 Toyota Kluger Grande Auto AWD,2018,64665,53990,3,AWD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-grande-auto-awd/SSE-AD-12554582/,2022-06-03 21:52:03.293199
2018 Toyota Kluger Grande Auto 2WD,2018,33500,53995,3,2WD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-grande-auto-2wd/SSE-AD-12801863/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GXL Auto 2WD,2018,73884,45990,2,2WD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-2wd/OAG-AD-20597277/,2022-06-03 21:52:03.293199
2018 Toyota Kluger Grande Auto AWD,2018,36020,57600,3,AWD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-grande-auto-awd/SSE-AD-12906126/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GXL Auto AWD,2018,57958,52990,2,AWD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-awd/OAG-AD-20531009/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GXL Auto 2WD,2018,96089,45990,2,2WD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-2wd/OAG-AD-20730142/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GX Auto AWD,2018,140922,36871,1,AWD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gx-auto-awd/OAG-AD-20726476/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GX Auto 2WD,2018,53616,45888,1,2WD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gx-auto-2wd/OAG-AD-20693002/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GXL Auto AWD,2018,48665,49990,2,AWD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-awd/OAG-AD-20512208/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GX Auto AWD,2018,47227,42516,1,AWD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gx-auto-awd/OAG-AD-20538408/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GXL Auto AWD,2018,23738,54990,2,AWD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-awd/OAG-AD-20778938/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GXL Auto AWD,2018,92747,43990,2,AWD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-awd/OAG-AD-20765185/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GX Auto 2WD,2018,95875,40990,1,2WD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gx-auto-2wd/OAG-AD-20671364/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GX Auto 2WD,2018,66163,45505,1,2WD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gx-auto-2wd/OAG-AD-20745701/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GXL Auto 2WD,2018,49451,44990,2,2WD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-2wd/OAG-AD-20708396/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GXL Auto AWD,2018,172775,36990,2,AWD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-awd/SSE-AD-12925371/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GX Auto 2WD,2018,74500,39800,1,2WD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gx-auto-2wd/SSE-AD-12863635/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GX Auto 2WD,2018,48244,42990,1,2WD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gx-auto-2wd/OAG-AD-20745425/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GXL Auto 2WD,2018,19038,49990,2,2WD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-2wd/OAG-AD-20680451/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GXL Auto AWD,2018,26000,50999,2,AWD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-awd/SSE-AD-12900500/,2022-06-03 21:52:03.293199
2018 Toyota Kluger Grande Auto AWD,2018,99000,40000,3,AWD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-grande-auto-awd/SSE-AD-12386720/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GXL Auto 2WD,2018,46000,44000,2,2WD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-2wd/SSE-AD-12543755/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GXL Auto AWD,2018,37000,54000,2,AWD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-awd/SSE-AD-12848247/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GXL Auto AWD,2018,52814,49990,2,AWD,dealer,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gxl-auto-awd/OAG-AD-20786659/,2022-06-03 21:52:03.293199
2018 Toyota Kluger GX Auto 2WD,2018,58000,40000,1,2WD,private,https://www.carsales.com.au/cars/details/2018-toyota-kluger-gx-auto-2wd/SSE-AD-12647993/,2022-06-03 21:52:03.293199
2019 Toyota Kluger GX Auto 2WD,2019,25495,48790,1,2WD,dealer,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gx-auto-2wd/OAG-AD-20333424/,2022-06-03 21:52:03.293199
2019 Toyota Kluger GXL Auto 2WD,2019,44889,49190,2,2WD,dealer,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gxl-auto-2wd/OAG-AD-20338068/,2022-06-03 21:52:03.293199
2019 Toyota Kluger GXL Auto 2WD,2019,45327,49290,2,2WD,dealer,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gxl-auto-2wd/OAG-AD-20397850/,2022-06-03 21:52:03.293199
2019 Toyota Kluger GXL Auto AWD,2019,61344,56990,2,AWD,dealer,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gxl-auto-awd/OAG-AD-20743518/,2022-06-03 21:52:03.293199
2019 Toyota Kluger Grande Auto AWD,2019,15000,61999,3,AWD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-grande-auto-awd/SSE-AD-12537255/,2022-06-03 21:52:03.293199
2019 Toyota Kluger GXL Auto 2WD,2019,48500,48800,2,2WD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gxl-auto-2wd/SSE-AD-12799852/,2022-06-03 21:52:03.293199
2019 Toyota Kluger Grande Auto AWD,2019,46649,59990,3,AWD,dealer,https://www.carsales.com.au/cars/details/2019-toyota-kluger-grande-auto-awd/OAG-AD-20599670/,2022-06-03 21:52:03.293199
2019 Toyota Kluger GX Auto AWD,2019,59522,44000,1,AWD,dealer,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gx-auto-awd/OAG-AD-20671374/,2022-06-03 21:52:03.293199
2019 Toyota Kluger GXL Auto 2WD,2019,24076,52995,2,2WD,dealer,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gxl-auto-2wd/OAG-AD-20788375/,2022-06-03 21:52:03.293199
2019 Toyota Kluger Grande Auto AWD,2019,41260,62990,3,AWD,dealer,https://www.carsales.com.au/cars/details/2019-toyota-kluger-grande-auto-awd/OAG-AD-20688650/,2022-06-03 21:52:03.293199
2019 Toyota Kluger GX Auto AWD,2019,49662,46950,1,AWD,dealer,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gx-auto-awd/OAG-AD-20662727/,2022-06-03 21:52:03.293199
2019 Toyota Kluger GX Auto AWD,2019,48692,46398,1,AWD,dealer,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gx-auto-awd/OAG-AD-20681927/,2022-06-03 21:52:03.293199
2019 Toyota Kluger Black Edition Auto 2WD,2019,10821,59990,1,2WD,dealer,https://www.carsales.com.au/cars/details/2019-toyota-kluger-black-edition-auto-2wd/OAG-AD-20608413/,2022-06-03 21:52:03.293199
2019 Toyota Kluger GXL Auto 2WD,2019,12165,58000,2,2WD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gxl-auto-2wd/SSE-AD-12483197/,2022-06-03 21:52:03.293199
2019 Toyota Kluger GX Auto AWD,2019,48648,47327,1,AWD,dealer,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gx-auto-awd/OAG-AD-20584569/,2022-06-03 21:52:03.293199
2019 Toyota Kluger GXL Auto 2WD,2019,39896,50000,2,2WD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gxl-auto-2wd/SSE-AD-12819424/,2022-06-03 21:52:03.293199
2019 Toyota Kluger GXL Auto 2WD,2019,61950,49990,2,2WD,dealer,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gxl-auto-2wd/OAG-AD-20491869/,2022-06-03 21:52:03.293199
2019 Toyota Kluger GXL Auto AWD,2019,19649,58650,2,AWD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gxl-auto-awd/SSE-AD-12617076/,2022-06-03 21:52:03.293199
2019 Toyota Kluger GX Auto AWD,2019,62500,46000,1,AWD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gx-auto-awd/SSE-AD-12925476/,2022-06-03 21:52:03.293199
2019 Toyota Kluger GX Auto 2WD,2019,38500,41000,1,2WD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gx-auto-2wd/SSE-AD-7443334/,2022-06-03 21:52:03.293199
2019 Toyota Kluger Grande Auto 2WD,2019,24000,59000,3,2WD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-grande-auto-2wd/SSE-AD-12313738/,2022-06-03 21:52:03.293199
2019 Toyota Kluger GXL Auto 2WD,2019,62897,52990,2,2WD,private,https://www.carsales.com.au/cars/details/2019-toyota-kluger-gxl-auto-2wd/OAG-AD-20730318/,2022-06-03 21:52:03.293199
2021 Toyota Kluger GX Auto 2WD,2021,2575,57999,1,2WD,private,https://www.carsales.com.au/cars/details/2021-toyota-kluger-gx-auto-2wd/SSE-AD-12898560/,2022-06-03 21:52:03.293199
2021 Toyota Kluger Grande Auto 2WD,2021,6019,69990,3,2WD,dealer,https://www.carsales.com.au/cars/details/2021-toyota-kluger-grande-auto-2wd/OAG-AD-20674608/,2022-06-03 21:52:03.293199
2021 Toyota Kluger GX Auto 2WD,2021,5274,58888,1,2WD,dealer,https://www.carsales.com.au/cars/details/2021-toyota-kluger-gx-auto-2wd/OAG-AD-20726391/,2022-06-03 21:52:03.293199
2021 Toyota Kluger Grande Auto eFour,2021,15384,85990,3,2WD,dealer,https://www.carsales.com.au/cars/details/2021-toyota-kluger-grande-auto-efour/OAG-AD-20792548/,2022-06-03 21:52:03.293199
2021 Toyota Kluger GXL Auto 2WD,2021,19993,62895,2,2WD,dealer,https://www.carsales.com.au/cars/details/2021-toyota-kluger-gxl-auto-2wd/OAG-AD-20703254/,2022-06-03 21:52:03.293199
2021 Toyota Kluger Grande Auto AWD,2021,2574,89990,3,AWD,dealer,https://www.carsales.com.au/cars/details/2021-toyota-kluger-grande-auto-awd/OAG-AD-20650805/,2022-06-03 21:52:03.293199
2021 Toyota Kluger GX Auto 2WD,2021,9700,56894,1,2WD,dealer,https://www.carsales.com.au/cars/details/2021-toyota-kluger-gx-auto-2wd/OAG-AD-20763927/,2022-06-03 21:52:03.293199
2021 Toyota Kluger GXL Auto AWD,2021,16931,62990,2,AWD,dealer,https://www.carsales.com.au/cars/details/2021-toyota-kluger-gxl-auto-awd/OAG-AD-20791923/,2022-06-03 21:52:03.293199
2021 Toyota Kluger Grande Auto 2WD,2021,18117,69880,3,2WD,dealer,https://www.carsales.com.au/cars/details/2021-toyota-kluger-grande-auto-2wd/OAG-AD-20757831/,2022-06-03 21:52:03.293199
2022 Toyota Kluger GX Auto eFour,2022,,61403,1,2WD,dealer,https://www.carsales.com.au/cars/details/2022-toyota-kluger-gx-auto-efour/SHRM-AD-6285483/,2022-06-03 21:52:03.293199
2022 Toyota Kluger Grande Auto 2WD,2022,,77253,3,2WD,dealer,https://www.carsales.com.au/cars/details/2022-toyota-kluger-grande-auto-2wd/SHRM-AD-6276888/,2022-06-03 21:52:03.293199
2022 Toyota Kluger GXL Auto eFour,2022,,71520,2,2WD,dealer,https://www.carsales.com.au/cars/details/2022-toyota-kluger-gxl-auto-efour/SHRM-AD-6280656/,2022-06-03 21:52:03.293199
2022 Toyota Kluger Grande Auto eFour,2022,,84354,3,2WD,dealer,https://www.carsales.com.au/cars/details/2022-toyota-kluger-grande-auto-efour/SHRM-AD-6286038/,2022-06-03 21:52:03.293199
2022 Toyota Kluger GXL Auto eFour,2022,,71520,2,2WD,dealer,https://www.carsales.com.au/cars/details/2022-toyota-kluger-gxl-auto-efour/SHRM-AD-6281250/,2022-06-03 21:52:03.293199
2022 Toyota Kluger GX Auto 2WD,2022,,54431,1,2WD,dealer,https://www.carsales.com.au/cars/details/2022-toyota-kluger-gx-auto-2wd/SHRM-AD-6286010/,2022-06-03 21:52:03.293199
2022 Toyota Kluger Grande Auto eFour,2022,,84354,3,2WD,dealer,https://www.carsales.com.au/cars/details/2022-toyota-kluger-grande-auto-efour/SHRM-AD-6285526/,2022-06-03 21:52:03.293199
2022 Toyota Kluger GX Auto eFour,2022,,60684,1,2WD,dealer,https://www.carsales.com.au/cars/details/2022-toyota-kluger-gx-auto-efour/SHRM-AD-6285482/,2022-06-03 21:52:03.293199
2022 Toyota Kluger GXL Auto eFour,2022,,71520,2,2WD,dealer,https://www.carsales.com.au/cars/details/2022-toyota-kluger-gxl-auto-efour/SHRM-AD-6283464/,2022-06-03 21:52:03.293199
2022 Toyota Kluger Grande Auto 2WD,2022,,77253,3,2WD,dealer,https://www.carsales.com.au/cars/details/2022-toyota-kluger-grande-auto-2wd/SHRM-AD-6277102/,2022-06-03 21:52:03.293199
2022 Toyota Kluger GXL Auto eFour,2022,,71520,2,2WD,dealer,https://www.carsales.com.au/cars/details/2022-toyota-kluger-gxl-auto-efour/SHRM-AD-6283061/,2022-06-03 21:52:03.293199
2022 Toyota Kluger Grande Auto 2WD,2022,,77972,3,2WD,dealer,https://www.carsales.com.au/cars/details/2022-toyota-kluger-grande-auto-2wd/SHRM-AD-6275583/,2022-06-03 21:52:03.293199
2022 Toyota Kluger Grande Auto eFour,2022,,84354,3,2WD,dealer,https://www.carsales.com.au/cars/details/2022-toyota-kluger-grande-auto-efour/SHRM-AD-6285620/,2022-06-03 21:52:03.293199
2022 Toyota Kluger GXL Auto 2WD,2022,,63830,2,2WD,private,https://www.carsales.com.au/cars/details/2022-toyota-kluger-gxl-auto-2wd/SHRM-AD-580365/,2022-06-03 21:52:03.293199
2022 Toyota Kluger GX Auto AWD,2022,,57997,1,AWD,private,https://www.carsales.com.au/cars/details/2022-toyota-kluger-gx-auto-awd/SHRM-AD-580370/,2022-06-03 21:52:03.293199
2022 Toyota Kluger Grande Auto AWD,2022,,82691,3,AWD,private,https://www.carsales.com.au/cars/details/2022-toyota-kluger-grande-auto-awd/SHRM-AD-580367/,2022-06-03 21:52:03.293199
2022 Toyota Kluger GXL Auto AWD,2022,,68115,2,AWD,private,https://www.carsales.com.au/cars/details/2022-toyota-kluger-gxl-auto-awd/SHRM-AD-580366/,2022-06-03 21:52:03.293199
